	Unnamed: 0	id	qid1	qid2	question1	question2	is_duplicate	prediction_match
1660	74291	74291	119845	127343	Where is the best online digital marketing course?	Which one is the best Digital marketing course in India?	1	2
1665	74365	74365	127456	127457	Can you only get pregnant during ovulation?	Can you get pregnant on high fertility days?	1	3
1667	74449	74449	127584	127585	What vegetarian foods are high in protein?	Which vegetarian foods are rich in protein?	1	2
1671	74519	74519	30800	127691	Which is a good inpatient drug and alcohol rehab center in Union County IL?	Which is a good inpatient drug and alcohol rehab center in Union County LA?	0	2
1683	75306	75306	128900	128901	How does the body burn off fat? Through breathing or urination!	How does the human body burn fat?	1	3
1687	75441	75441	129119	129120	Can girls play in the international cricket team?	Can girls play in international cricket teams of men?	0	2
1688	75476	75476	129173	129174	Can Indian police arrest criminal outside India?	Can the Indian police arrest anyone?	0	3
1691	75567	75567	19868	129309	Can using birth control cause complications in future pregnancies?	Can birth control pills cause me to become permanently infertile?	1	2
1692	75650	75650	45052	85443	How to gain weight ?	How do I gain weight fast but still be healthy?	1	3
1697	75755	75755	129592	129593	What is the significance of the independent electron approximation?	What is the significance of the free electron model?	1	1
1709	76405	76405	130613	130614	Is there an inpatient Drug and Alcohol Rehab Center in Colusa County California?	Is there an inpatient Drug and Alcohol Rehab Center in Tehama County California?	0	2
1730	77556	77556	132388	132389	Do ants die of old age?	Do bacteria die of old age?	0	3
1738	78031	78031	133130	133131	What is a good inpatient drug and alcohol rehab center near Marion County IA?	What is a good inpatient drug and alcohol rehab center near Kossuth County IA?	0	2
1748	78376	78376	133661	112474	Which is a suitable inpatient drug and alcohol rehab center near Randolph County AR?	Which is a good inpatient drug and alcohol rehab center near Washington County AR?	0	2
1749	78387	78387	133674	82697	Which is a suitable inpatient drug and alcohol rehab center near Gem County ID?	Which is a suitable inpatient drug and alcohol rehab center near Valley County ID?	0	2
1760	78972	78972	134555	134556	Where can I get quality services for safety switch installation in Sydney?	Where can I get quality services in Sydney for any type of electrical installation, maintenance or repair?	0	2
1761	79056	79056	134689	134690	What's the difference between an official language and a national language?	What is the difference between official language and national language?	1	3
1762	79069	79069	54090	16262	Whos the best rock band?	What is the best rock band of all time?	1	1
1766	79174	79174	8794	14537	What is a suitable inpatient drug and alcohol rehab center near Bond County IL?	What is a suitable inpatient drug and alcohol rehab center near Morgan County IL?	0	2
1779	79908	79908	135958	135959	How can I learn German language?	Should I learn German language?	1	3
1781	80028	80028	87236	136143	How do I make a working model on mathematical concept of class 10th?	How do I make a mathematical working model?	0	1
1783	80102	80102	136246	136247	What is meant by the half full or half empty glass philosophy?	How much is too much? Is a glass half full or half empty?	0	2
1791	80776	80776	137267	137268	How long can you stay hypnotized?	How can you practice stage hypnosis?	0	3
1796	80947	80947	137519	137520	How fast can you build muscle without steroids?	How fast can you build muscle?	0	3
1798	80990	80990	66505	19352	Is first sex painful?	Is first time sex painful to females?	1	1
1800	81017	81017	137626	137627	How can I develop emotional intelligence?	How can we develop emotional intelligence?	1	3
1802	81029	81029	137644	123805	Can white hair turn into black hair?	Can white hair turn into black?	1	2
1843	83044	83044	140684	52633	What is a suitable inpatient drug and alcohol rehab center near Davis County IA?	What is a suitable inpatient drug and alcohol rehab center near Boone County IA?	0	2
1847	83319	83319	141083	64143	Can homeopathy cure allergy?	Can allergies be treated?	0	3
1855	83564	83564	120515	52884	What does first sex feel like?	How does first time sex feels like?	1	1
1857	83671	83671	141594	141595	Can I go back in time?	Can we travel back in time?	1	3
1862	83936	83936	141981	141982	Could the moon be bright enough to make a rainbow visible at night?	Why is a new moon visible at night?	0	3
1876	84553	84553	142936	142937	Can aging be cured?	Can aging be stopped?	0	3
1877	84664	84664	143113	143114	Where can I get very professional furniture removal service in Central Coast?	Where can I get removal services in Central Coast?	1	2
1879	84863	84863	143410	143411	Can a vegetarian go back to eating meat?	Can a vegetarian go back to eating meat if he/she wants?	1	3
1882	84953	84953	19842	48405	Can you lose fat and build muscle at the same time?	Can I build muscle and lose belly fat at the same time?	1	2
1887	85035	85035	143656	45165	What is the ideal age to have sex for the first time?	What's the perfect age to have sex for the first time?	1	1
1905	85560	85560	144433	144434	Does whey protein make you gain weight?	Will whey protein shakes help you lose weight or make you gain weight?	1	3
1907	85623	85623	44279	144528	What is a good inpatient drug and alcohol rehab center near Morgan County GA?	Which is a good inpatient drug and alcohol rehab center near Whitfield County GA?	0	2
1924	86344	86344	145648	145649	What does German sign language look like, and how does it differ from English sign language?	What does German sign language look like, and how does it differ from Portuguese sign language?	0	3
1927	86518	86518	145909	107741	How do you get super glue off metal?	How do you get Super Glue off your skin?	0	1
1943	87082	87082	89160	146718	Can I use the Apple Watch without an iPhone?	Will the Apple Watch work with Android devices?	0	3
1947	87377	87377	147176	40767	How can you determine the chemical formula for strontium phosphate?	How can you determine the chemical formula for zinc acetate?	0	3
1948	87385	87385	77110	50621	Does masturbation really reduce the sperm count?	How can excessive masturbation lead to low sperm count?	1	3
1952	87484	87484	147339	113447	Which is a good inpatient drug and alcohol rehab center in Jackson County IL?	Which is a good inpatient drug and alcohol rehab center in Alexander County IL?	0	2
1963	87775	87775	1932	37046	Do long distance relationships work?	Can a long distance relationship still exist? How can you make it work?	1	3
1967	87966	87966	7364	63917	Does green tea really reduces weight?	How does green tea burn belly fat?	1	2
1984	88667	88667	149097	149098	What is power oscillation damping?	Is oscillation a wave?	0	3
2010	89378	89378	150175	150176	How much is a bike gel seat cover?	Where can I buy a bike gel seat cover?	0	3
2014	89614	89614	8794	148174	What is a suitable inpatient drug and alcohol rehab center near Bond County IL?	What is a suitable inpatient drug and alcohol rehab center near Mercer County IL?	0	2
2016	89894	89894	133661	150961	Which is a suitable inpatient drug and alcohol rehab center near Randolph County AR?	Which is a suitable inpatient drug and alcohol rehab center near Randolph County AL?	0	2
2029	90335	90335	45763	112474	What is a good inpatient drug and alcohol rehab center near Lawrence County AR?	Which is a good inpatient drug and alcohol rehab center near Washington County AR?	0	2
2034	90429	90429	151741	76913	Which is a suitable inpatient drug and alcohol rehab center in Page County IA?	Which is a suitable inpatient drug and alcohol rehab center in Montgomery County IA?	0	2
2042	90841	90841	70443	28938	How can you determine the chemical formula for calcium dioxide?	How can you determine the chemical formula for magnesium and copper sulfate?	0	3
2052	91467	91467	153274	135959	What is the best way to learn German language?	Should I learn German language?	1	3
2061	91705	91705	150608	5558	Where can I get best support in Sydney for buying a property?	Where can I get quality assistance in Sydney for any property transaction?	1	2
2063	91763	91763	153719	77442	What causes unexplained weight gain?	What causes weight gain?	0	3
2071	92005	92005	154098	154099	How many people die per day?	How many people die each day?	1	1
2076	92292	92292	154526	154527	Is raw honey healthier than pasteurized honey?	Is honey really healthier than sugar?	0	3
2077	92296	92296	154533	154534	Which is the best email extractor?	What is the best email extractor?	1	1
2083	92581	92581	93339	154976	What are the best books to read to learn about human psychology?	What is the best book to understand human psychology?	0	3
2085	92706	92706	155151	155152	How can you determine the Lewis structure for ozone?	How can you determine the Lewis structure for hydrogen carbonate?	0	3
2096	93641	93641	58607	156540	How long can a human being survive without sleep?	How long can a trained human run without stopping?	0	3
2097	93689	93689	156604	44071	Which is a good inpatient drug and alcohol rehab center near Montgomery County NC?	What is a good inpatient drug and alcohol rehab center near Union County NC?	0	2
2101	93830	93830	54368	14588	Is sex addiction real?	Is sex addiction a real condition?	1	1
2108	94145	94145	157276	157277	Does a warm toilet seat grow more bacteria?	Can you catch AIDS from a toilet seat?	0	3
2110	94181	94181	77111	50621	Can regular masturbation cause lack of sperm with age?	How can excessive masturbation lead to low sperm count?	1	3
2116	94393	94393	157650	157651	How is India developing?	How can india develop?	1	1
2119	94515	94515	157825	157826	What is a suitable inpatient drug and alcohol rehab center near Hamilton County IA?	Which is a suitable inpatient drug and alcohol rehab center near Franklin County IA?	0	2
2120	94522	94522	157837	127585	What are some protein rich vegetarian foods?	Which vegetarian foods are rich in protein?	1	2
2125	94661	94661	158021	158022	What the best study method?	Is there a best study method?	1	1
2128	94955	94955	158474	158475	How does barium react with water?	How does iodine react with water?	0	3
2131	95040	95040	94804	125461	How can you determine the formula for calcium perchlorate?	How can you determine the chemical formula for calcium nitride?	0	3
